epoch,loss
0,477.6811218261719
1,429.9639587402344
2,385.1257019042969
3,349.6381530761719
4,314.97686767578125
5,283.06378173828125
6,249.8054962158203
7,233.78009033203125
8,216.5251465
9,200.0362091064453
10,184.3065643310547
11,171.9498291015625
12,161.1691895
13,151.64431762695312
14,145.2841339111328
15,138.50547790527344
16,131.67044067382812
17,125.93110656738281
18,120.66596984863281
19,116.3660659790039
20,111.55470275878906
21,107.13090515136719
22,103.1801758
23,99.96172332763672
24,96.57958984
25,93.44954681396484
26,90.85874176
27,88.23128509521484
28,85.59426879882812
29,83.20102692
30,80.94846344
31,78.89683532714844
32,76.91043853759766
33,75.08550262451172
34,73.53225708007812
35,71.91947174072266
36,70.50040435791016
37,69.20587158203125
38,67.83477783203125
39,66.36306
40,65.10062408447266
41,63.97098922729492
42,62.809547424316406
43,61.731849670410156
44,60.73731994628906
45,59.80497741699219
46,58.88579177856445
47,57.97222900390625
48,57.12898635864258
49,56.325191497802734
50,55.579341888427734
51,54.81707763671875
52,54.05613327026367
53,53.23598098754883
54,52.51912307739258
55,51.89161301
56,51.43168258666992
57,50.77238082885742
58,50.11507034301758
59,49.503196716308594
60,48.97313309
61,48.44299316
62,47.96465301513672
63,47.468204498291016
64,47.07954406738281
65,46.56092834472656
66,46.09587097167969
67,45.63167953491211
68,45.18049621582031
69,44.67115402
70,44.1706543
71,43.79304122924805
72,43.359336853027344
73,42.93075180053711
74,42.61239242553711
75,42.228309631347656
76,41.84855651855469
77,41.497432708740234
78,41.14014816
79,40.81962966918945
80,40.46393966674805
81,40.159027099609375
82,39.835941314697266
83,39.492271423339844
84,39.13048172
85,38.86407470703125
86,38.58049774169922
87,38.35783386230469
88,38.071109771728516
89,37.837215423583984
90,37.55636215209961
91,37.296897888183594
92,37.02302932739258
93,36.82949447631836
94,36.59916305541992
95,36.37763214111328
96,36.127132415771484
97,35.897132873535156
98,35.68214416503906
99,35.49930191040039
100,35.29475021362305
101,35.12217712402344
102,34.92146301269531
103,34.709373474121094
104,34.51306915283203
105,34.31793212890625
106,34.10308837890625
107,34.02833938598633
108,33.827423095703125
109,33.63378906
110,33.41950988769531
111,33.279781341552734
112,33.13050842285156
113,32.92934799194336
114,32.74321365356445
115,32.59898758
116,32.419551849365234
117,32.288307189941406
118,32.13117218017578
119,31.982582092285156
120,31.811384201049805
121,31.684234619140625
122,31.550304412841797
123,31.42546272277832
124,31.28359603881836
125,31.17283821105957
126,31.039939880371094
127,30.986549377441406
128,30.84148406982422
129,30.69097137451172
130,30.55131721496582
131,30.396968841552734
132,30.27470588684082
133,30.165857315063477
134,30.057600021362305
135,29.948509216308594
136,29.833091735839844
137,29.695924758911133
138,29.566965103149414
139,29.41321563720703
140,29.279621124267578
141,29.17296791
142,29.036773681640625
143,28.901762008666992
144,28.758760452270508
145,28.64304542541504
146,28.539884567260742
147,28.431100845336914
148,28.323471069335938
149,28.206233978271484
150,28.113985061645508
151,28.06078338623047
152,27.961185455322266
153,27.875452041625977
154,27.806194305419922
155,27.713077545166016
156,27.61910629272461
157,27.531814575195312
158,27.41676139831543
159,27.345380783081055
160,27.27126121520996
161,27.159412384033203
162,27.06450653076172
163,26.99718666
164,26.89407730102539
165,26.80911636352539
166,26.708940505981445
167,26.616069793701172
168,26.54342269897461
169,26.45182228088379
170,26.369449615478516
171,26.284099578857422
172,26.20269203186035
173,26.211889266967773
174,26.11747169494629
175,26.044023513793945
176,25.981958389282227
177,25.908050537109375
178,25.840795516967773
179,25.787630081176758
180,25.716238021850586
181,25.685508728027344
182,25.626285552978516
183,25.536075592041016
184,25.44262695
185,25.35503387451172
186,25.288137435913086
187,25.23644256591797
188,25.149362564086914
189,25.061216354370117
190,25.032508850097656
191,24.96592903137207
192,24.912784576416016
193,24.85280990600586
194,24.78345299
195,24.707090377807617
196,24.65999984741211
197,24.598493576049805
198,24.546354293823242
199,24.48017692565918
200,24.394121170043945
201,24.340106964111328
202,24.287233352661133
203,24.22104835510254
204,24.172134399414062
205,24.152599334716797
206,24.105703353881836
207,24.030729293823242
208,23.971939086914062
209,23.931617736816406
210,23.88340187072754
211,23.82906150817871
212,23.755067825317383
213,23.70540428161621
214,23.67124366760254
215,23.622699737548828
216,23.561595916748047
217,23.48804283
218,23.433120727539062
219,23.3927002
220,23.319538116455078
221,23.29905128479004
222,23.23387336730957
223,23.18189811706543
224,23.138442993164062
225,23.119855880737305
226,23.07849121
227,23.012338638305664
228,22.979042053222656
229,22.93488883972168
230,22.889747619628906
231,22.83782386779785
232,22.804346084594727
233,22.759872436523438
234,22.72154426574707
235,22.67475128173828
236,22.62557029724121
237,22.596118927001953
238,22.54415512084961
239,22.519319534301758
240,22.470075607299805
241,22.426959991455078
242,22.39470863342285
243,22.36720848083496
244,22.33962631225586
245,22.285282135009766
246,22.25531578063965
247,22.20682716369629
248,22.16165542602539
249,22.12718963623047
250,22.102081298828125
251,22.06260871887207
252,22.017492294311523
253,21.981721878051758
254,21.943716049194336
255,21.89960479736328
256,21.870304107666016
257,21.83700942993164
258,21.801692962646484
259,21.778385162353516
260,21.736616134643555
261,21.703664779663086
262,21.672109603881836
263,21.620119094848633
